,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
2880,2014,Quintana Roo,1 salario m¡nimo,4409,4409,0,1283228,909621,373607,0,0,0
2881,2014,Quintana Roo,Menos de 1 s.m.,190849,180052,10797,1283228,909621,373607,0,0,0
2882,2014,Quintana Roo,M s de 1 hasta 2 s.m.,12623,9279,3344,1283228,909621,373607,0,0,0
2883,2014,Quintana Roo,M s de 10 s.m.,442323,187309,255014,1283228,909621,373607,0,0,0
2884,2014,Quintana Roo,M s de 2 hasta 3 s.m.,240002,223145,16857,1283228,909621,373607,0,0,0
2885,2014,Quintana Roo,M s de 3 hasta 5 s.m.,141075,92065,49010,1283228,909621,373607,0,0,0
2886,2014,Quintana Roo,M s de 5 hasta 10 s.m.,75382,55748,19634,1283228,909621,373607,0,0,0
2887,2014,Quintana Roo,No especificado,24203,16888,7315,1283228,909621,373607,0,0,0
2888,2014,Quintana Roo,No recibe ingresos,152362,140726,11636,1283228,909621,373607,0,0,0
2889,2014,San Luis Potos¡,1 salario m¡nimo,30728,27170,3558,2886811,2095573,791238,0,0,0
2890,2014,San Luis Potos¡,Menos de 1 s.m.,797696,739698,57998,2886811,2095573,791238,0,0,0
2891,2014,San Luis Potos¡,M s de 1 hasta 2 s.m.,18005,14468,3537,2886811,2095573,791238,0,0,0
2892,2014,San Luis Potos¡,M s de 10 s.m.,704099,301614,402485,2886811,2095573,791238,0,0,0
2893,2014,San Luis Potos¡,M s de 2 hasta 3 s.m.,301764,291700,10064,2886811,2095573,791238,0,0,0
2894,2014,San Luis Potos¡,M s de 3 hasta 5 s.m.,788129,514945,273184,2886811,2095573,791238,0,0,0
2895,2014,San Luis Potos¡,M s de 5 hasta 10 s.m.,100382,79210,21172,2886811,2095573,791238,0,0,0
2896,2014,San Luis Potos¡,No especificado,16892,8295,8597,2886811,2095573,791238,0,0,0
2897,2014,San Luis Potos¡,No recibe ingresos,129116,118473,10643,2886811,2095573,791238,0,0,0
2898,2014,Sinaloa,1 salario m¡nimo,13522,13522,0,3098933,2120691,978242,0,0,0
2899,2014,Sinaloa,Menos de 1 s.m.,965717,799724,165993,3098933,2120691,978242,0,0,0
2900,2014,Sinaloa,M s de 1 hasta 2 s.m.,45147,37891,7256,3098933,2120691,978242,0,0,0
2901,2014,Sinaloa,M s de 10 s.m.,846799,356929,489870,3098933,2120691,978242,0,0,0
2902,2014,Sinaloa,M s de 2 hasta 3 s.m.,360260,344190,16070,3098933,2120691,978242,0,0,0
2903,2014,Sinaloa,M s de 3 hasta 5 s.m.,492177,281738,210439,3098933,2120691,978242,0,0,0
2904,2014,Sinaloa,M s de 5 hasta 10 s.m.,186407,128786,57621,3098933,2120691,978242,0,0,0
2905,2014,Sinaloa,No especificado,39178,27616,11562,3098933,2120691,978242,0,0,0
2906,2014,Sinaloa,No recibe ingresos,149726,130295,19431,3098933,2120691,978242,0,0,0
2907,2014,Sonora,1 salario m¡nimo,88950,84226,4724,3044481,2015680,1028801,0,0,0
2908,2014,Sonora,Menos de 1 s.m.,502861,433358,69503,3044481,2015680,1028801,0,0,0
2909,2014,Sonora,M s de 1 hasta 2 s.m.,21684,17620,4064,3044481,2015680,1028801,0,0,0
2910,2014,Sonora,M s de 10 s.m.,838754,361915,476839,3044481,2015680,1028801,0,0,0
2911,2014,Sonora,M s de 2 hasta 3 s.m.,386050,362517,23533,3044481,2015680,1028801,0,0,0
2912,2014,Sonora,M s de 3 hasta 5 s.m.,878236,496111,382125,3044481,2015680,1028801,0,0,0
2913,2014,Sonora,M s de 5 hasta 10 s.m.,180730,133230,47500,3044481,2015680,1028801,0,0,0
2914,2014,Sonora,No especificado,40150,28110,12040,3044481,2015680,1028801,0,0,0
2915,2014,Sonora,No recibe ingresos,107066,98593,8473,3044481,2015680,1028801,0,0,0
2916,2014,Tabasco,1 salario m¡nimo,147720,127515,20205,2199381,1701588,497793,0,0,0
2917,2014,Tabasco,Menos de 1 s.m.,546452,522617,23835,2199381,1701588,497793,0,0,0
2918,2014,Tabasco,M s de 1 hasta 2 s.m.,11313,6491,4822,2199381,1701588,497793,0,0,0
2919,2014,Tabasco,M s de 10 s.m.,657840,325415,332425,2199381,1701588,497793,0,0,0
2920,2014,Tabasco,M s de 2 hasta 3 s.m.,321038,306587,14451,2199381,1701588,497793,0,0,0
2921,2014,Tabasco,M s de 3 hasta 5 s.m.,236919,167861,69058,2199381,1701588,497793,0,0,0
2922,2014,Tabasco,M s de 5 hasta 10 s.m.,110222,84807,25415,2199381,1701588,497793,0,0,0
2923,2014,Tabasco,No especificado,15277,10570,4707,2199381,1701588,497793,0,0,0
2924,2014,Tabasco,No recibe ingresos,152600,149725,2875,2199381,1701588,497793,0,0,0
2925,2014,Tamaulipas,1 salario m¡nimo,53729,47323,6406,3610104,2465680,1144424,0,0,0
2926,2014,Tamaulipas,Menos de 1 s.m.,385194,359610,25584,3610104,2465680,1144424,0,0,0
2927,2014,Tamaulipas,M s de 1 hasta 2 s.m.,29369,25036,4333,3610104,2465680,1144424,0,0,0
2928,2014,Tamaulipas,M s de 10 s.m.,991475,478857,512618,3610104,2465680,1144424,0,0,0
2929,2014,Tamaulipas,M s de 2 hasta 3 s.m.,439527,415736,23791,3610104,2465680,1144424,0,0,0
2930,2014,Tamaulipas,M s de 3 hasta 5 s.m.,1226148,739119,487029,3610104,2465680,1144424,0,0,0
2931,2014,Tamaulipas,M s de 5 hasta 10 s.m.,129773,97862,31911,3610104,2465680,1144424,0,0,0
2932,2014,Tamaulipas,No especificado,43984,30054,13930,3610104,2465680,1144424,0,0,0
2933,2014,Tamaulipas,No recibe ingresos,310905,272083,38822,3610104,2465680,1144424,0,0,0
2934,2014,Tlaxcala,1 salario m¡nimo,482,482,0,1385902,944320,441582,0,0,0
2935,2014,Tlaxcala,Menos de 1 s.m.,276293,240697,35596,1385902,944320,441582,0,0,0
2936,2014,Tlaxcala,M s de 1 hasta 2 s.m.,3539,2830,709,1385902,944320,441582,0,0,0
2937,2014,Tlaxcala,M s de 10 s.m.,337141,151119,186022,1385902,944320,441582,0,0,0
2938,2014,Tlaxcala,M s de 2 hasta 3 s.m.,187861,185534,2327,1385902,944320,441582,0,0,0
2939,2014,Tlaxcala,M s de 3 hasta 5 s.m.,478175,273708,204467,1385902,944320,441582,0,0,0
2940,2014,Tlaxcala,M s de 5 hasta 10 s.m.,35000,28349,6651,1385902,944320,441582,0,0,0
2941,2014,Tlaxcala,No especificado,6644,4267,2377,1385902,944320,441582,0,0,0
2942,2014,Tlaxcala,No recibe ingresos,60767,57334,3433,1385902,944320,441582,0,0,0
2943,2014,Veracruz,1 salario m¡nimo,77717,65271,12446,8137464,6371348,1766116,0,0,0
2944,2014,Veracruz,Menos de 1 s.m.,3220321,3021731,198590,8137464,6371348,1766116,0,0,0
2945,2014,Veracruz,M s de 1 hasta 2 s.m.,49323,42346,6977,8137464,6371348,1766116,0,0,0
2946,2014,Veracruz,M s de 10 s.m.,1853389,778287,1075102,8137464,6371348,1766116,0,0,0
2947,2014,Veracruz,M s de 2 hasta 3 s.m.,1026850,1012434,14416,8137464,6371348,1766116,0,0,0
2948,2014,Veracruz,M s de 3 hasta 5 s.m.,1135859,774908,360951,8137464,6371348,1766116,0,0,0
2949,2014,Veracruz,M s de 5 hasta 10 s.m.,227223,176094,51129,8137464,6371348,1766116,0,0,0
2950,2014,Veracruz,No especificado,73809,51536,22273,8137464,6371348,1766116,0,0,0
2951,2014,Veracruz,No recibe ingresos,472973,448741,24232,8137464,6371348,1766116,0,0,0
2952,2014,Yucat n,1 salario m¡nimo,6580,6580,0,2248612,1572452,676160,0,0,0
2953,2014,Yucat n,Menos de 1 s.m.,411726,391128,20598,2248612,1572452,676160,0,0,0
2954,2014,Yucat n,M s de 1 hasta 2 s.m.,15285,12887,2398,2248612,1572452,676160,0,0,0
2955,2014,Yucat n,M s de 10 s.m.,524737,233476,291261,2248612,1572452,676160,0,0,0
2956,2014,Yucat n,M s de 2 hasta 3 s.m.,366424,358060,8364,2248612,1572452,676160,0,0,0
2957,2014,Yucat n,M s de 3 hasta 5 s.m.,637684,328245,309439,2248612,1572452,676160,0,0,0
2958,2014,Yucat n,M s de 5 hasta 10 s.m.,126206,98841,27365,2248612,1572452,676160,0,0,0
2959,2014,Yucat n,No especificado,20495,13529,6966,2248612,1572452,676160,0,0,0
2960,2014,Yucat n,No recibe ingresos,139475,129706,9769,2248612,1572452,676160,0,0,0
2961,2014,Zacatecas,1 salario m¡nimo,47815,42938,4877,1595049,1172637,422412,0,0,0
2962,2014,Zacatecas,Menos de 1 s.m.,604017,540987,63030,1595049,1172637,422412,0,0,0
2963,2014,Zacatecas,M s de 1 hasta 2 s.m.,7029,5123,1906,1595049,1172637,422412,0,0,0
2964,2014,Zacatecas,M s de 10 s.m.,410358,174984,235374,1595049,1172637,422412,0,0,0
2965,2014,Zacatecas,M s de 2 hasta 3 s.m.,182504,179266,3238,1595049,1172637,422412,0,0,0
2966,2014,Zacatecas,M s de 3 hasta 5 s.m.,252358,151610,100748,1595049,1172637,422412,0,0,0
2967,2014,Zacatecas,M s de 5 hasta 10 s.m.,44101,37432,6669,1595049,1172637,422412,0,0,0
2968,2014,Zacatecas,No especificado,12281,7560,4721,1595049,1172637,422412,0,0,0
2969,2014,Zacatecas,No recibe ingresos,34586,32737,1849,1595049,1172637,422412,0,0,0
2970,2015,Aguascalientes,1 salario m¡nimo,6694,6694,0,1230206,891058,339148,0,0,0
2971,2015,Aguascalientes,Menos de 1 s.m.,110970,104406,6564,1230206,891058,339148,0,0,0
2972,2015,Aguascalientes,M s de 1 hasta 2 s.m.,7602,6025,1577,1230206,891058,339148,0,0,0
2973,2015,Aguascalientes,M s de 10 s.m.,311623,156678,154945,1230206,891058,339148,0,0,0
2974,2015,Aguascalientes,M s de 2 hasta 3 s.m.,153952,148085,5867,1230206,891058,339148,0,0,0
2975,2015,Aguascalientes,M s de 3 hasta 5 s.m.,480651,335405,145246,1230206,891058,339148,0,0,0
2976,2015,Aguascalientes,M s de 5 hasta 10 s.m.,68724,54667,14057,1230206,891058,339148,0,0,0
2977,2015,Aguascalientes,No especificado,13982,9863,4119,1230206,891058,339148,0,0,0
2978,2015,Aguascalientes,No recibe ingresos,76008,69235,6773,1230206,891058,339148,0,0,0
2979,2015,Baja California,1 salario m¡nimo,4379,4070,309,3652834,2406526,1246308,0,0,0
2980,2015,Baja California,Menos de 1 s.m.,317250,230995,86255,3652834,2406526,1246308,0,0,0
2981,2015,Baja California,M s de 1 hasta 2 s.m.,40832,34792,6040,3652834,2406526,1246308,0,0,0
2982,2015,Baja California,M s de 10 s.m.,986850,519393,467457,3652834,2406526,1246308,0,0,0
2983,2015,Baja California,M s de 2 hasta 3 s.m.,371903,357545,14358,3652834,2406526,1246308,0,0,0
2984,2015,Baja California,M s de 3 hasta 5 s.m.,1513315,920190,593125,3652834,2406526,1246308,0,0,0
2985,2015,Baja California,M s de 5 hasta 10 s.m.,156587,113882,42705,3652834,2406526,1246308,0,0,0
2986,2015,Baja California,No especificado,51842,33017,18825,3652834,2406526,1246308,0,0,0
2987,2015,Baja California,No recibe ingresos,209876,192642,17234,3652834,2406526,1246308,0,0,0
2988,2015,Baja California Sur,1 salario m¡nimo,8618,8050,568,752150,527050,225100,0,0,0
2989,2015,Baja California Sur,Menos de 1 s.m.,166217,123392,42825,752150,527050,225100,0,0,0
2990,2015,Baja California Sur,M s de 1 hasta 2 s.m.,10733,8652,2081,752150,527050,225100,0,0,0
2991,2015,Baja California Sur,M s de 10 s.m.,219276,102280,116996,752150,527050,225100,0,0,0
2992,2015,Baja California Sur,M s de 2 hasta 3 s.m.,143828,135368,8460,752150,527050,225100,0,0,0
2993,2015,Baja California Sur,M s de 3 hasta 5 s.m.,94587,64228,30359,752150,527050,225100,0,0,0
2994,2015,Baja California Sur,M s de 5 hasta 10 s.m.,41466,30241,11225,752150,527050,225100,0,0,0
2995,2015,Baja California Sur,No especificado,8408,5363,3045,752150,527050,225100,0,0,0
2996,2015,Baja California Sur,No recibe ingresos,59017,49476,9541,752150,527050,225100,0,0,0
2997,2015,Campeche,1 salario m¡nimo,36171,29427,6744,975616,727176,248440,0,0,0
2998,2015,Campeche,Menos de 1 s.m.,305272,289293,15979,975616,727176,248440,0,0,0
2999,2015,Campeche,M s de 1 hasta 2 s.m.,6634,4782,1852,975616,727176,248440,0,0,0
3000,2015,Campeche,M s de 10 s.m.,236187,98677,137510,975616,727176,248440,0,0,0
3001,2015,Campeche,M s de 2 hasta 3 s.m.,163728,154913,8815,975616,727176,248440,0,0,0
3002,2015,Campeche,M s de 3 hasta 5 s.m.,138068,72187,65881,975616,727176,248440,0,0,0
3003,2015,Campeche,M s de 5 hasta 10 s.m.,25762,21392,4370,975616,727176,248440,0,0,0
3004,2015,Campeche,No especificado,9556,6892,2664,975616,727176,248440,0,0,0
3005,2015,Campeche,No recibe ingresos,54238,49613,4625,975616,727176,248440,0,0,0
3006,2015,Chiapas,1 salario m¡nimo,24035,20424,3611,5497977,4400941,1097036,0,0,0
3007,2015,Chiapas,Menos de 1 s.m.,2882382,2774301,108081,5497977,4400941,1097036,0,0,0
3008,2015,Chiapas,M s de 1 hasta 2 s.m.,14046,10858,3188,5497977,4400941,1097036,0,0,0
3009,2015,Chiapas,M s de 10 s.m.,1069545,396617,672928,5497977,4400941,1097036,0,0,0
3010,2015,Chiapas,M s de 2 hasta 3 s.m.,531613,524566,7047,5497977,4400941,1097036,0,0,0
3011,2015,Chiapas,M s de 3 hasta 5 s.m.,542991,279306,263685,5497977,4400941,1097036,0,0,0
3012,2015,Chiapas,M s de 5 hasta 10 s.m.,141101,118541,22560,5497977,4400941,1097036,0,0,0
3013,2015,Chiapas,No especificado,20663,13279,7384,5497977,4400941,1097036,0,0,0
3014,2015,Chiapas,No recibe ingresos,271601,263049,8552,5497977,4400941,1097036,0,0,0
3015,2015,Chihuahua,1 salario m¡nimo,67625,60672,6953,4220084,2996511,1223573,0,0,0
3016,2015,Chihuahua,Menos de 1 s.m.,551558,512847,38711,4220084,2996511,1223573,0,0,0
3017,2015,Chihuahua,M s de 1 hasta 2 s.m.,27464,21930,5534,4220084,2996511,1223573,0,0,0
3018,2015,Chihuahua,M s de 10 s.m.,880499,459396,421103,4220084,2996511,1223573,0,0,0
3019,2015,Chihuahua,M s de 2 hasta 3 s.m.,490381,471836,18545,4220084,2996511,1223573,0,0,0
3020,2015,Chihuahua,M s de 3 hasta 5 s.m.,1794982,1139775,655207,4220084,2996511,1223573,0,0,0
3021,2015,Chihuahua,M s de 5 hasta 10 s.m.,176271,132215,44056,4220084,2996511,1223573,0,0,0
3022,2015,Chihuahua,No especificado,43185,32088,11097,4220084,2996511,1223573,0,0,0
3023,2015,Chihuahua,No recibe ingresos,188119,165752,22367,4220084,2996511,1223573,0,0,0
3024,2015,Ciudad de Mxico,1 salario m¡nimo,2339,2339,0,7438213,4943068,2495145,0,0,0
3025,2015,Ciudad de Mxico,Menos de 1 s.m.,141821,111857,29964,7438213,4943068,2495145,0,0,0
3026,2015,Ciudad de Mxico,M s de 1 hasta 2 s.m.,53956,41715,12241,7438213,4943068,2495145,0,0,0
3027,2015,Ciudad de Mxico,M s de 10 s.m.,2909816,1475316,1434500,7438213,4943068,2495145,0,0,0
3028,2015,Ciudad de Mxico,M s de 2 hasta 3 s.m.,859898,784083,75815,7438213,4943068,2495145,0,0,0
3029,2015,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1654702,1090992,563710,7438213,4943068,2495145,0,0,0
3030,2015,Ciudad de Mxico,M s de 5 hasta 10 s.m.,519511,354387,165124,7438213,4943068,2495145,0,0,0
3031,2015,Ciudad de Mxico,No especificado,345610,227443,118167,7438213,4943068,2495145,0,0,0
3032,2015,Ciudad de Mxico,No recibe ingresos,950560,854936,95624,7438213,4943068,2495145,0,0,0
3033,2015,Coahuila,1 salario m¡nimo,50729,47439,3290,3263722,2301060,962662,0,0,0
3034,2015,Coahuila,Menos de 1 s.m.,251565,227798,23767,3263722,2301060,962662,0,0,0
3035,2015,Coahuila,M s de 1 hasta 2 s.m.,21403,16499,4904,3263722,2301060,962662,0,0,0
3036,2015,Coahuila,M s de 10 s.m.,715871,321933,393938,3263722,2301060,962662,0,0,0
3037,2015,Coahuila,M s de 2 hasta 3 s.m.,400300,389308,10992,3263722,2301060,962662,0,0,0
3038,2015,Coahuila,M s de 3 hasta 5 s.m.,1457929,999979,457950,3263722,2301060,962662,0,0,0
3039,2015,Coahuila,M s de 5 hasta 10 s.m.,138653,103016,35637,3263722,2301060,962662,0,0,0
3040,2015,Coahuila,No especificado,39877,23629,16248,3263722,2301060,962662,0,0,0
3041,2015,Coahuila,No recibe ingresos,187395,171459,15936,3263722,2301060,962662,0,0,0
3042,2015,Colima,1 salario m¡nimo,6382,5924,458,737894,512699,225195,0,0,0
3043,2015,Colima,Menos de 1 s.m.,150329,127896,22433,737894,512699,225195,0,0,0
3044,2015,Colima,M s de 1 hasta 2 s.m.,13907,12270,1637,737894,512699,225195,0,0,0
3045,2015,Colima,M s de 10 s.m.,193200,73577,119623,737894,512699,225195,0,0,0
3046,2015,Colima,M s de 2 hasta 3 s.m.,121391,117382,4009,737894,512699,225195,0,0,0
3047,2015,Colima,M s de 3 hasta 5 s.m.,112574,67907,44667,737894,512699,225195,0,0,0
3048,2015,Colima,M s de 5 hasta 10 s.m.,43555,30772,12783,737894,512699,225195,0,0,0
3049,2015,Colima,No especificado,9430,5697,3733,737894,512699,225195,0,0,0
3050,2015,Colima,No recibe ingresos,87126,71274,15852,737894,512699,225195,0,0,0
3051,2015,Durango,1 salario m¡nimo,62315,56728,5587,1908023,1380512,527511,0,0,0
3052,2015,Durango,Menos de 1 s.m.,524595,477680,46915,1908023,1380512,527511,0,0,0
3053,2015,Durango,M s de 1 hasta 2 s.m.,5793,4747,1046,1908023,1380512,527511,0,0,0
3054,2015,Durango,M s de 10 s.m.,468529,181013,287516,1908023,1380512,527511,0,0,0
3055,2015,Durango,M s de 2 hasta 3 s.m.,219383,210972,8411,1908023,1380512,527511,0,0,0
3056,2015,Durango,M s de 3 hasta 5 s.m.,440412,286128,154284,1908023,1380512,527511,0,0,0
3057,2015,Durango,M s de 5 hasta 10 s.m.,62956,51098,11858,1908023,1380512,527511,0,0,0
3058,2015,Durango,No especificado,15231,9328,5903,1908023,1380512,527511,0,0,0
3059,2015,Durango,No recibe ingresos,108809,102818,5991,1908023,1380512,527511,0,0,0
3060,2015,Estado de Mxico,1 salario m¡nimo,26659,25030,1629,17134288,12033041,5101247,0,0,0
3061,2015,Estado de Mxico,Menos de 1 s.m.,1327890,1199604,128286,17134288,12033041,5101247,0,0,0
3062,2015,Estado de Mxico,M s de 1 hasta 2 s.m.,91670,69448,22222,17134288,12033041,5101247,0,0,0
3063,2015,Estado de Mxico,M s de 10 s.m.,5505833,2678041,2827792,17134288,12033041,5101247,0,0,0
3064,2015,Estado de Mxico,M s de 2 hasta 3 s.m.,2398037,2313194,84843,17134288,12033041,5101247,0,0,0
3065,2015,Estado de Mxico,M s de 3 hasta 5 s.m.,4993562,3288320,1705242,17134288,12033041,5101247,0,0,0
3066,2015,Estado de Mxico,M s de 5 hasta 10 s.m.,746274,563836,182438,17134288,12033041,5101247,0,0,0
3067,2015,Estado de Mxico,No especificado,231963,186899,45064,17134288,12033041,5101247,0,0,0
3068,2015,Estado de Mxico,No recibe ingresos,1812400,1708669,103731,17134288,12033041,5101247,0,0,0
3069,2015,Guanajuato,1 salario m¡nimo,8068,8068,0,6418024,4411837,2006187,0,0,0
3070,2015,Guanajuato,Menos de 1 s.m.,1015906,881420,134486,6418024,4411837,2006187,0,0,0
3071,2015,Guanajuato,M s de 1 hasta 2 s.m.,26513,22498,4015,6418024,4411837,2006187,0,0,0
3072,2015,Guanajuato,M s de 10 s.m.,1619797,650391,969406,6418024,4411837,2006187,0,0,0
3073,2015,Guanajuato,M s de 2 hasta 3 s.m.,775730,756624,19106,6418024,4411837,2006187,0,0,0
3074,2015,Guanajuato,M s de 3 hasta 5 s.m.,2309302,1549280,760022,6418024,4411837,2006187,0,0,0
3075,2015,Guanajuato,M s de 5 hasta 10 s.m.,367432,277349,90083,6418024,4411837,2006187,0,0,0
3076,2015,Guanajuato,No especificado,39538,27401,12137,6418024,4411837,2006187,0,0,0
3077,2015,Guanajuato,No recibe ingresos,255738,238806,16932,6418024,4411837,2006187,0,0,0
3078,2015,Guerrero,1 salario m¡nimo,5551,4246,1305,3727933,2647301,1080632,0,0,0
3079,2015,Guerrero,Menos de 1 s.m.,1698885,1458598,240287,3727933,2647301,1080632,0,0,0
3080,2015,Guerrero,M s de 1 hasta 2 s.m.,20782,12960,7822,3727933,2647301,1080632,0,0,0
3081,2015,Guerrero,M s de 10 s.m.,811418,297185,514233,3727933,2647301,1080632,0,0,0
3082,2015,Guerrero,M s de 2 hasta 3 s.m.,401172,398021,3151,3727933,2647301,1080632,0,0,0
3083,2015,Guerrero,M s de 3 hasta 5 s.m.,467849,190349,277500,3727933,2647301,1080632,0,0,0
3084,2015,Guerrero,M s de 5 hasta 10 s.m.,98879,79896,18983,3727933,2647301,1080632,0,0,0
3085,2015,Guerrero,No especificado,14912,7037,7875,3727933,2647301,1080632,0,0,0
3086,2015,Guerrero,No recibe ingresos,208485,199009,9476,3727933,2647301,1080632,0,0,0
3087,2015,Hidalgo,1 salario m¡nimo,25432,21548,3884,3184794,2232491,952303,0,0,0
3088,2015,Hidalgo,Menos de 1 s.m.,813258,710470,102788,3184794,2232491,952303,0,0,0
3089,2015,Hidalgo,M s de 1 hasta 2 s.m.,24464,19774,4690,3184794,2232491,952303,0,0,0
3090,2015,Hidalgo,M s de 10 s.m.,815349,348317,467032,3184794,2232491,952303,0,0,0
3091,2015,Hidalgo,M s de 2 hasta 3 s.m.,473290,455146,18144,3184794,2232491,952303,0,0,0
3092,2015,Hidalgo,M s de 3 hasta 5 s.m.,734148,415742,318406,3184794,2232491,952303,0,0,0
3093,2015,Hidalgo,M s de 5 hasta 10 s.m.,119175,94048,25127,3184794,2232491,952303,0,0,0
3094,2015,Hidalgo,No especificado,21056,12682,8374,3184794,2232491,952303,0,0,0
3095,2015,Hidalgo,No recibe ingresos,158622,154764,3858,3184794,2232491,952303,0,0,0
3096,2015,Jalisco,1 salario m¡nimo,7151,5613,1538,8405503,5696549,2708954,0,0,0
3097,2015,Jalisco,Menos de 1 s.m.,1287953,1116796,171157,8405503,5696549,2708954,0,0,0
3098,2015,Jalisco,M s de 1 hasta 2 s.m.,40360,25144,15216,8405503,5696549,2708954,0,0,0
3099,2015,Jalisco,M s de 10 s.m.,2322496,1018763,1303733,8405503,5696549,2708954,0,0,0
3100,2015,Jalisco,M s de 2 hasta 3 s.m.,1072718,1037370,35348,8405503,5696549,2708954,0,0,0
3101,2015,Jalisco,M s de 3 hasta 5 s.m.,2647350,1675556,971794,8405503,5696549,2708954,0,0,0
3102,2015,Jalisco,M s de 5 hasta 10 s.m.,520455,382957,137498,8405503,5696549,2708954,0,0,0
3103,2015,Jalisco,No especificado,107348,79001,28347,8405503,5696549,2708954,0,0,0
3104,2015,Jalisco,No recibe ingresos,399672,355349,44323,8405503,5696549,2708954,0,0,0
3105,2015,Michoac n,1 salario m¡nimo,13959,13959,0,5164875,3715535,1449340,0,0,0
3106,2015,Michoac n,Menos de 1 s.m.,1822695,1658702,163993,5164875,3715535,1449340,0,0,0
3107,2015,Michoac n,M s de 1 hasta 2 s.m.,36514,34236,2278,5164875,3715535,1449340,0,0,0
3108,2015,Michoac n,M s de 10 s.m.,1361626,540084,821542,5164875,3715535,1449340,0,0,0
3109,2015,Michoac n,M s de 2 hasta 3 s.m.,492225,483053,9172,5164875,3715535,1449340,0,0,0
3110,2015,Michoac n,M s de 3 hasta 5 s.m.,952117,586989,365128,5164875,3715535,1449340,0,0,0
3111,2015,Michoac n,M s de 5 hasta 10 s.m.,242798,173491,69307,5164875,3715535,1449340,0,0,0
3112,2015,Michoac n,No especificado,35637,24152,11485,5164875,3715535,1449340,0,0,0
3113,2015,Michoac n,No recibe ingresos,207304,200869,6435,5164875,3715535,1449340,0,0,0
3114,2015,Morelos,1 salario m¡nimo,3887,3437,450,1795370,1271181,524189,0,0,0
3115,2015,Morelos,Menos de 1 s.m.,312373,293958,18415,1795370,1271181,524189,0,0,0
3116,2015,Morelos,M s de 1 hasta 2 s.m.,9232,7317,1915,1795370,1271181,524189,0,0,0
3117,2015,Morelos,M s de 10 s.m.,566400,227523,338877,1795370,1271181,524189,0,0,0
3118,2015,Morelos,M s de 2 hasta 3 s.m.,302127,297488,4639,1795370,1271181,524189,0,0,0
3119,2015,Morelos,M s de 3 hasta 5 s.m.,369602,242173,127429,1795370,1271181,524189,0,0,0
3120,2015,Morelos,M s de 5 hasta 10 s.m.,65018,50604,14414,1795370,1271181,524189,0,0,0
